,NGRAM_TFIDF_RF,DATA_LABEL,DATA_TYPE,WORD_TFIFD_RF,CHAR_NGRAM_TFIDF_RF,WC_RF,EXP,N
17,0.8275862068965518,1675,SPEAKERS,0.8275862068965518,0.8275862068965518,0.8275862068965518,TB_NONTB,648
18,0.896551724137931,1675,SPEAKERS,0.8571428571428571,0.8571428571428571,0.896551724137931,TB_NONTB,648
19,0.8749999999999999,1675,SPEAKERS,0.9333333333333333,0.9032258064516129,0.8749999999999999,TB_NONTB,648
0,0.9333333333333333,1673,SPEAKERS,0.8571428571428571,0.8571428571428571,0.8571428571428571,TB_NONTB,369
1,0.7777777777777777,1673,SPEAKERS,0.8571428571428571,0.9333333333333333,0.9333333333333333,TB_NONTB,369
2,0.9333333333333333,1673,SPEAKERS,0.8571428571428571,0.8571428571428571,0.8571428571428571,TB_NONTB,369
3,0.7058823529411765,1673,SPEAKERS,0.7999999999999999,0.7999999999999999,0.7058823529411765,TB_NONTB,369
4,1.0,1673,SPEAKERS,1.0,1.0,0.9333333333333333,TB_NONTB,369
5,0.9333333333333333,1673,SPEAKERS,0.9333333333333333,0.9333333333333333,0.9333333333333333,TB_NONTB,369
6,0.9333333333333333,1673,SPEAKERS,0.8571428571428571,0.7692307692307693,0.7692307692307693,TB_NONTB,369
7,0.6153846153846154,1673,SPEAKERS,0.7692307692307693,0.8571428571428571,0.8571428571428571,TB_NONTB,369
8,0.7777777777777777,1673,SPEAKERS,0.875,0.875,0.823529411764706,TB_NONTB,369
9,0.9333333333333333,1673,SPEAKERS,0.9333333333333333,0.9333333333333333,0.9333333333333333,TB_NONTB,369
10,0.9411764705882353,1673,SPEAKERS,1.0,1.0,1.0,TB_NONTB,369
11,0.9411764705882353,1673,SPEAKERS,0.875,0.875,0.875,TB_NONTB,369
12,0.888888888888889,1673,SPEAKERS,0.875,0.9333333333333333,0.9333333333333333,TB_NONTB,369
13,0.7142857142857143,1673,SPEAKERS,0.6666666666666666,0.6666666666666666,0.6666666666666666,TB_NONTB,369
14,0.6666666666666666,1673,SPEAKERS,0.7692307692307693,0.7692307692307693,0.7692307692307693,TB_NONTB,369
15,0.9333333333333333,1673,SPEAKERS,0.9333333333333333,0.9333333333333333,0.9333333333333333,TB_NONTB,369
16,0.9333333333333333,1673,SPEAKERS,0.923076923076923,0.923076923076923,1.0,TB_NONTB,369
17,0.7368421052631579,1673,SPEAKERS,0.7999999999999999,0.923076923076923,0.8750000000000001,TB_NONTB,369
18,0.923076923076923,1673,SPEAKERS,0.8333333333333333,0.8333333333333333,0.923076923076923,TB_NONTB,369
19,0.8333333333333333,1673,SPEAKERS,0.8333333333333333,0.8333333333333333,0.8333333333333333,TB_NONTB,369
0,0.7272727272727274,1641,SPEAKERS,0.631578947368421,0.7567567567567567,0.7368421052631577,TB_NONTB,690
1,0.8095238095238096,1641,SPEAKERS,0.8571428571428571,0.8333333333333334,0.7777777777777778,TB_NONTB,690
2,0.8947368421052632,1641,SPEAKERS,0.8571428571428571,0.8484848484848485,0.8333333333333334,TB_NONTB,690
3,0.6829268292682927,1641,SPEAKERS,0.5882352941176471,0.6451612903225806,0.6285714285714287,TB_NONTB,690
4,0.7,1641,SPEAKERS,0.7222222222222222,0.5882352941176471,0.7567567567567567,TB_NONTB,690
5,0.7222222222222222,1641,SPEAKERS,0.8484848484848485,0.7999999999999999,0.8749999999999999,TB_NONTB,690
6,0.9714285714285714,1641,SPEAKERS,0.9411764705882353,0.9411764705882353,0.9411764705882353,TB_NONTB,690
7,0.8421052631578947,1641,SPEAKERS,0.9142857142857143,0.9375,0.8108108108108107,TB_NONTB,690
8,0.8888888888888888,1641,SPEAKERS,0.9032258064516129,0.8666666666666666,0.8125,TB_NONTB,690
9,0.8823529411764706,1641,SPEAKERS,0.9090909090909091,0.9090909090909091,0.8749999999999999,TB_NONTB,690
10,0.9189189189189189,1641,SPEAKERS,0.9142857142857143,0.8823529411764706,0.9142857142857143,TB_NONTB,690
11,0.8888888888888888,1641,SPEAKERS,0.8823529411764706,0.9696969696969697,0.9090909090909091,TB_NONTB,690
12,0.85,1641,SPEAKERS,0.8108108108108107,0.7999999999999999,0.8421052631578947,TB_NONTB,690
13,0.7894736842105262,1641,SPEAKERS,0.7647058823529412,0.8235294117647058,0.787878787878788,TB_NONTB,690
14,0.8571428571428571,1641,SPEAKERS,0.8484848484848485,0.7333333333333334,0.7741935483870968,TB_NONTB,690
15,0.8888888888888888,1641,SPEAKERS,0.9375,0.9032258064516129,0.8823529411764706,TB_NONTB,690
16,0.9090909090909091,1641,SPEAKERS,0.9375,0.8823529411764706,0.9090909090909091,TB_NONTB,690
17,0.8421052631578947,1641,SPEAKERS,0.8888888888888888,0.9696969696969697,0.9696969696969697,TB_NONTB,690
18,0.7894736842105262,1641,SPEAKERS,0.7567567567567567,0.7647058823529412,0.7692307692307693,TB_NONTB,690
